CareerDetailId|EnrollmentId|Discount|Total|LastModified|Created|Status
76|12|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
76|32|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
77|13|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
77|33|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
78|13|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
78|33|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
79|13|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
79|33|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
80|13|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
80|33|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
81|13|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
81|33|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
82|13|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
82|33|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
83|13|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
83|33|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
84|13|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
84|33|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
85|14|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
85|34|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
86|14|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
86|34|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
87|14|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
87|34|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
88|14|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
88|34|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
89|14|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
89|34|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
90|14|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
90|34|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
91|14|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
91|34|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
92|14|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
92|34|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
93|15|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
93|35|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
94|15|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
94|35|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
95|15|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
95|35|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
96|15|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
96|35|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
97|15|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
97|35|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
98|15|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
98|35|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
99|15|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
99|35|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
100|15|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
100|35|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
101|15|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
101|35|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
102|15|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
102|35|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
103|16|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
103|36|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
104|16|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
104|36|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
105|16|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
105|36|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
106|16|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
106|36|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
107|16|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
107|36|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
108|16|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
108|36|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
109|16|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
109|36|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
110|17|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
110|37|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
111|17|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
111|37|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
112|17|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
112|37|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
113|17|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
113|37|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
114|17|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
114|37|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
115|17|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
115|37|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
116|17|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
116|37|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
117|17|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
117|37|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
118|17|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
118|37|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
119|17|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
119|37|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
120|18|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
120|38|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
121|18|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
121|38|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
122|18|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
122|38|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
123|18|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
123|38|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
124|18|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
124|38|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
125|18|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
125|38|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
126|18|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
126|38|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
127|19|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
127|39|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
128|19|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
128|39|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
129|19|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
129|39|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
130|19|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
130|39|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
131|19|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
131|39|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
132|19|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
132|39|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
133|19|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
133|39|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
134|19|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
134|39|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
135|19|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
135|39|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
136|19|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
136|39|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
137|20|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
137|40|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
138|20|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
138|40|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
139|20|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
139|40|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
140|20|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
140|40|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
141|20|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
141|40|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
142|20|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
142|40|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
143|20|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
143|40|.00|30.00|2018-07-06 02:48:19|2018-07-06 02:48:19|1
