Id|StartTime|EndTime|Day|CareerScheduleId|ClassRoomId|SpeakerId|CareerDetailId|LastModified|Created|Status
27|12:00:00|14:00:00|Thu|2|5|12|12|2018-07-12 23:10:34.547431|2018-07-12 23:10:34.547431|t
28|08:00:00|10:00:00|Fri|2|1|13|13|2018-07-12 23:10:34.548266|2018-07-12 23:10:34.548266|t
29|10:00:00|12:00:00|Fri|2|2|14|14|2018-07-12 23:10:34.549043|2018-07-12 23:10:34.549043|t
30|12:00:00|14:00:00|Fri|2|1|8|8|2018-07-12 23:10:34.549905|2018-07-12 23:10:34.549905|t
31|08:00:00|10:00:00|Mon|3|1|15|15|2018-07-12 23:10:34.5508|2018-07-12 23:10:34.5508|t
32|10:00:00|12:00:00|Mon|3|2|16|16|2018-07-12 23:10:34.551695|2018-07-12 23:10:34.551695|t
33|12:00:00|14:00:00|Mon|3|3|17|17|2018-07-12 23:10:34.552539|2018-07-12 23:10:34.552539|t
34|08:00:00|10:00:00|Tue|3|4|18|18|2018-07-12 23:10:34.553382|2018-07-12 23:10:34.553382|t
35|10:00:00|12:00:00|Tue|3|5|19|19|2018-07-12 23:10:34.55423|2018-07-12 23:10:34.55423|t
36|12:00:00|14:00:00|Tue|3|1|20|20|2018-07-12 23:10:34.555099|2018-07-12 23:10:34.555099|t
37|08:00:00|10:00:00|Wed|3|2|21|21|2018-07-12 23:10:34.555886|2018-07-12 23:10:34.555886|t
38|10:00:00|12:00:00|Wed|3|1|15|15|2018-07-12 23:10:34.557033|2018-07-12 23:10:34.557033|t
39|12:00:00|14:00:00|Wed|3|2|16|16|2018-07-12 23:10:34.558321|2018-07-12 23:10:34.558321|t
40|08:00:00|10:00:00|Thu|3|3|17|17|2018-07-12 23:10:34.559155|2018-07-12 23:10:34.559155|t
41|10:00:00|12:00:00|Thu|3|4|18|18|2018-07-12 23:10:34.560242|2018-07-12 23:10:34.560242|t
42|12:00:00|14:00:00|Thu|3|5|19|19|2018-07-12 23:10:34.561176|2018-07-12 23:10:34.561176|t
43|08:00:00|10:00:00|Fri|3|1|20|20|2018-07-12 23:10:34.561954|2018-07-12 23:10:34.561954|t
44|10:00:00|12:00:00|Fri|3|2|21|21|2018-07-12 23:10:34.563378|2018-07-12 23:10:34.563378|t
45|12:00:00|14:00:00|Fri|3|1|15|15|2018-07-12 23:10:34.565542|2018-07-12 23:10:34.565542|t
46|08:00:00|10:00:00|Mon|4|1|22|22|2018-07-12 23:10:34.57083|2018-07-12 23:10:34.57083|t
47|10:00:00|12:00:00|Mon|4|2|23|23|2018-07-12 23:10:34.572584|2018-07-12 23:10:34.572584|t
48|12:00:00|14:00:00|Mon|4|3|1|24|2018-07-12 23:10:34.573397|2018-07-12 23:10:34.573397|t
49|08:00:00|10:00:00|Tue|4|4|2|25|2018-07-12 23:10:34.574192|2018-07-12 23:10:34.574192|t
50|10:00:00|12:00:00|Tue|4|5|3|26|2018-07-12 23:10:34.574962|2018-07-12 23:10:34.574962|t
51|12:00:00|14:00:00|Tue|4|1|4|27|2018-07-12 23:10:34.575829|2018-07-12 23:10:34.575829|t
52|08:00:00|10:00:00|Wed|4|2|5|28|2018-07-12 23:10:34.578494|2018-07-12 23:10:34.578494|t
53|10:00:00|12:00:00|Wed|4|1|22|22|2018-07-12 23:10:34.579946|2018-07-12 23:10:34.579946|t
54|12:00:00|14:00:00|Wed|4|2|23|23|2018-07-12 23:10:34.58088|2018-07-12 23:10:34.58088|t
55|08:00:00|10:00:00|Thu|4|3|1|24|2018-07-12 23:10:34.58172|2018-07-12 23:10:34.58172|t
56|10:00:00|12:00:00|Thu|4|4|2|25|2018-07-12 23:10:34.582532|2018-07-12 23:10:34.582532|t
57|12:00:00|14:00:00|Thu|4|5|3|26|2018-07-12 23:10:34.584295|2018-07-12 23:10:34.584295|t
58|08:00:00|10:00:00|Fri|4|1|4|27|2018-07-12 23:10:34.585661|2018-07-12 23:10:34.585661|t
59|10:00:00|12:00:00|Fri|4|2|5|28|2018-07-12 23:10:34.58653|2018-07-12 23:10:34.58653|t
60|12:00:00|14:00:00|Fri|4|1|22|22|2018-07-12 23:10:34.587378|2018-07-12 23:10:34.587378|t
61|08:00:00|10:00:00|Mon|5|1|6|29|2018-07-12 23:10:34.588274|2018-07-12 23:10:34.588274|t
62|10:00:00|12:00:00|Mon|5|2|7|30|2018-07-12 23:10:34.589138|2018-07-12 23:10:34.589138|t
63|12:00:00|14:00:00|Mon|5|3|8|31|2018-07-12 23:10:34.589969|2018-07-12 23:10:34.589969|t
64|08:00:00|10:00:00|Tue|5|4|9|32|2018-07-12 23:10:34.590834|2018-07-12 23:10:34.590834|t
65|10:00:00|12:00:00|Tue|5|5|10|33|2018-07-12 23:10:34.591644|2018-07-12 23:10:34.591644|t
66|12:00:00|14:00:00|Tue|5|1|11|34|2018-07-12 23:10:34.592457|2018-07-12 23:10:34.592457|t
67|08:00:00|10:00:00|Wed|5|2|12|35|2018-07-12 23:10:34.593442|2018-07-12 23:10:34.593442|t
68|10:00:00|12:00:00|Wed|5|1|6|29|2018-07-12 23:10:34.594531|2018-07-12 23:10:34.594531|t
69|12:00:00|14:00:00|Wed|5|2|7|30|2018-07-12 23:10:34.59544|2018-07-12 23:10:34.59544|t
70|08:00:00|10:00:00|Thu|5|3|8|31|2018-07-12 23:10:34.601918|2018-07-12 23:10:34.601918|t
71|10:00:00|12:00:00|Thu|5|4|9|32|2018-07-12 23:10:34.602887|2018-07-12 23:10:34.602887|t
72|12:00:00|14:00:00|Thu|5|5|10|33|2018-07-12 23:10:34.604688|2018-07-12 23:10:34.604688|t
73|08:00:00|10:00:00|Fri|5|1|11|34|2018-07-12 23:10:34.60594|2018-07-12 23:10:34.60594|t
74|10:00:00|12:00:00|Fri|5|2|12|35|2018-07-12 23:10:34.606688|2018-07-12 23:10:34.606688|t
75|12:00:00|14:00:00|Fri|5|1|6|29|2018-07-12 23:10:34.607539|2018-07-12 23:10:34.607539|t
76|08:00:00|10:00:00|Mon|6|1|13|36|2018-07-12 23:10:34.608347|2018-07-12 23:10:34.608347|t
77|10:00:00|12:00:00|Mon|6|2|14|37|2018-07-12 23:10:34.609187|2018-07-12 23:10:34.609187|t
78|12:00:00|14:00:00|Mon|6|3|15|38|2018-07-12 23:10:34.610682|2018-07-12 23:10:34.610682|t
79|08:00:00|10:00:00|Tue|6|4|16|39|2018-07-12 23:10:34.61183|2018-07-12 23:10:34.61183|t
80|10:00:00|12:00:00|Tue|6|5|17|40|2018-07-12 23:10:34.612766|2018-07-12 23:10:34.612766|t
81|12:00:00|14:00:00|Tue|6|1|18|41|2018-07-12 23:10:34.613738|2018-07-12 23:10:34.613738|t
82|08:00:00|10:00:00|Wed|6|2|13|36|2018-07-12 23:10:34.614726|2018-07-12 23:10:34.614726|t
83|10:00:00|12:00:00|Wed|6|1|14|37|2018-07-12 23:10:34.615726|2018-07-12 23:10:34.615726|t
84|12:00:00|14:00:00|Wed|6|2|15|38|2018-07-12 23:10:34.616642|2018-07-12 23:10:34.616642|t
85|08:00:00|10:00:00|Thu|6|3|16|39|2018-07-12 23:10:34.617617|2018-07-12 23:10:34.617617|t
86|10:00:00|12:00:00|Thu|6|4|17|40|2018-07-12 23:10:34.631013|2018-07-12 23:10:34.631013|t
87|12:00:00|14:00:00|Thu|6|5|18|41|2018-07-12 23:10:34.631957|2018-07-12 23:10:34.631957|t
88|08:00:00|10:00:00|Fri|6|1|13|36|2018-07-12 23:10:34.632739|2018-07-12 23:10:34.632739|t
89|10:00:00|12:00:00|Fri|6|2|14|37|2018-07-12 23:10:34.633556|2018-07-12 23:10:34.633556|t
90|12:00:00|14:00:00|Fri|6|1|15|38|2018-07-12 23:10:34.634355|2018-07-12 23:10:34.634355|t
91|08:00:00|10:00:00|Mon|7|1|19|42|2018-07-12 23:10:34.635275|2018-07-12 23:10:34.635275|t
92|10:00:00|12:00:00|Mon|7|2|20|43|2018-07-12 23:10:34.636092|2018-07-12 23:10:34.636092|t
93|12:00:00|14:00:00|Mon|7|3|21|44|2018-07-12 23:10:34.636933|2018-07-12 23:10:34.636933|t
94|08:00:00|10:00:00|Tue|7|4|22|45|2018-07-12 23:10:34.637915|2018-07-12 23:10:34.637915|t
95|10:00:00|12:00:00|Tue|7|5|23|46|2018-07-12 23:10:34.638765|2018-07-12 23:10:34.638765|t
96|12:00:00|14:00:00|Tue|7|1|1|47|2018-07-12 23:10:34.639711|2018-07-12 23:10:34.639711|t
97|08:00:00|10:00:00|Wed|7|2|19|42|2018-07-12 23:10:34.640629|2018-07-12 23:10:34.640629|t
98|10:00:00|12:00:00|Wed|7|1|20|43|2018-07-12 23:10:34.641951|2018-07-12 23:10:34.641951|t
99|12:00:00|14:00:00|Wed|7|2|21|44|2018-07-12 23:10:34.643585|2018-07-12 23:10:34.643585|t
100|08:00:00|10:00:00|Thu|7|3|22|45|2018-07-12 23:10:34.645331|2018-07-12 23:10:34.645331|t
101|10:00:00|12:00:00|Thu|7|4|23|46|2018-07-12 23:10:34.646197|2018-07-12 23:10:34.646197|t
102|12:00:00|14:00:00|Thu|7|5|1|47|2018-07-12 23:10:34.646986|2018-07-12 23:10:34.646986|t
103|08:00:00|10:00:00|Fri|7|1|19|42|2018-07-12 23:10:34.647736|2018-07-12 23:10:34.647736|t
104|10:00:00|12:00:00|Fri|7|2|20|43|2018-07-12 23:10:34.648529|2018-07-12 23:10:34.648529|t
105|12:00:00|14:00:00|Fri|7|1|21|44|2018-07-12 23:10:34.650764|2018-07-12 23:10:34.650764|t
106|08:00:00|10:00:00|Mon|8|1|2|48|2018-07-12 23:10:34.651904|2018-07-12 23:10:34.651904|t
107|10:00:00|12:00:00|Mon|8|2|3|49|2018-07-12 23:10:34.652633|2018-07-12 23:10:34.652633|t
108|12:00:00|14:00:00|Mon|8|3|4|50|2018-07-12 23:10:34.653312|2018-07-12 23:10:34.653312|t
109|08:00:00|10:00:00|Tue|8|4|5|51|2018-07-12 23:10:34.654115|2018-07-12 23:10:34.654115|t
110|10:00:00|12:00:00|Tue|8|5|6|52|2018-07-12 23:10:34.654797|2018-07-12 23:10:34.654797|t
111|12:00:00|14:00:00|Tue|8|1|7|53|2018-07-12 23:10:34.655485|2018-07-12 23:10:34.655485|t
112|08:00:00|10:00:00|Wed|8|2|2|48|2018-07-12 23:10:34.656144|2018-07-12 23:10:34.656144|t
113|10:00:00|12:00:00|Wed|8|1|3|49|2018-07-12 23:10:34.656823|2018-07-12 23:10:34.656823|t
114|12:00:00|14:00:00|Wed|8|2|4|50|2018-07-12 23:10:34.657503|2018-07-12 23:10:34.657503|t
115|08:00:00|10:00:00|Thu|8|3|5|51|2018-07-12 23:10:34.658326|2018-07-12 23:10:34.658326|t
116|10:00:00|12:00:00|Thu|8|4|6|52|2018-07-12 23:10:34.659151|2018-07-12 23:10:34.659151|t
117|12:00:00|14:00:00|Thu|8|5|7|53|2018-07-12 23:10:34.66004|2018-07-12 23:10:34.66004|t
118|08:00:00|10:00:00|Fri|8|1|2|48|2018-07-12 23:10:34.662508|2018-07-12 23:10:34.662508|t
119|10:00:00|12:00:00|Fri|8|2|3|49|2018-07-12 23:10:34.663414|2018-07-12 23:10:34.663414|t
120|12:00:00|14:00:00|Fri|8|1|4|50|2018-07-12 23:10:34.664281|2018-07-12 23:10:34.664281|t
121|08:00:00|10:00:00|Mon|9|1|8|54|2018-07-12 23:10:34.665172|2018-07-12 23:10:34.665172|t
122|10:00:00|12:00:00|Mon|9|2|9|55|2018-07-12 23:10:34.66603|2018-07-12 23:10:34.66603|t
123|12:00:00|14:00:00|Mon|9|3|10|56|2018-07-12 23:10:34.673164|2018-07-12 23:10:34.673164|t
124|08:00:00|10:00:00|Tue|9|4|11|57|2018-07-12 23:10:34.674195|2018-07-12 23:10:34.674195|t
125|10:00:00|12:00:00|Tue|9|5|12|58|2018-07-12 23:10:34.676248|2018-07-12 23:10:34.676248|t
126|12:00:00|14:00:00|Tue|9|1|13|59|2018-07-12 23:10:34.677633|2018-07-12 23:10:34.677633|t
127|08:00:00|10:00:00|Wed|9|2|8|54|2018-07-12 23:10:34.678585|2018-07-12 23:10:34.678585|t
128|10:00:00|12:00:00|Wed|9|1|9|55|2018-07-12 23:10:34.679433|2018-07-12 23:10:34.679433|t
129|12:00:00|14:00:00|Wed|9|2|10|56|2018-07-12 23:10:34.680241|2018-07-12 23:10:34.680241|t
130|08:00:00|10:00:00|Thu|9|3|11|57|2018-07-12 23:10:34.681077|2018-07-12 23:10:34.681077|t
131|10:00:00|12:00:00|Thu|9|4|12|58|2018-07-12 23:10:34.681974|2018-07-12 23:10:34.681974|t
132|12:00:00|14:00:00|Thu|9|5|13|59|2018-07-12 23:10:34.683257|2018-07-12 23:10:34.683257|t
133|08:00:00|10:00:00|Fri|9|1|8|54|2018-07-12 23:10:34.684151|2018-07-12 23:10:34.684151|t
134|10:00:00|12:00:00|Fri|9|2|9|55|2018-07-12 23:10:34.685029|2018-07-12 23:10:34.685029|t
135|12:00:00|14:00:00|Fri|9|1|10|56|2018-07-12 23:10:34.685873|2018-07-12 23:10:34.685873|t
136|08:00:00|10:00:00|Mon|10|1|14|60|2018-07-12 23:10:34.686705|2018-07-12 23:10:34.686705|t
137|10:00:00|12:00:00|Mon|10|2|15|61|2018-07-12 23:10:34.687582|2018-07-12 23:10:34.687582|t
138|12:00:00|14:00:00|Mon|10|3|16|62|2018-07-12 23:10:34.688378|2018-07-12 23:10:34.688378|t
139|08:00:00|10:00:00|Tue|10|4|17|63|2018-07-12 23:10:34.689186|2018-07-12 23:10:34.689186|t
140|10:00:00|12:00:00|Tue|10|5|18|64|2018-07-12 23:10:34.690075|2018-07-12 23:10:34.690075|t
141|12:00:00|14:00:00|Tue|10|1|19|65|2018-07-12 23:10:34.690933|2018-07-12 23:10:34.690933|t
142|08:00:00|10:00:00|Wed|10|2|14|60|2018-07-12 23:10:34.691792|2018-07-12 23:10:34.691792|t
143|10:00:00|12:00:00|Wed|10|1|15|61|2018-07-12 23:10:34.692606|2018-07-12 23:10:34.692606|t
144|12:00:00|14:00:00|Wed|10|2|16|62|2018-07-12 23:10:34.69388|2018-07-12 23:10:34.69388|t
145|08:00:00|10:00:00|Thu|10|3|17|63|2018-07-12 23:10:34.694857|2018-07-12 23:10:34.694857|t
146|10:00:00|12:00:00|Thu|10|4|18|64|2018-07-12 23:10:34.695715|2018-07-12 23:10:34.695715|t
147|12:00:00|14:00:00|Thu|10|5|19|65|2018-07-12 23:10:34.696542|2018-07-12 23:10:34.696542|t
148|08:00:00|10:00:00|Fri|10|1|14|60|2018-07-12 23:10:34.697527|2018-07-12 23:10:34.697527|t
149|10:00:00|12:00:00|Fri|10|2|15|61|2018-07-12 23:10:34.699403|2018-07-12 23:10:34.699403|t
150|12:00:00|14:00:00|Fri|10|1|16|62|2018-07-12 23:10:34.705309|2018-07-12 23:10:34.705309|t
151|08:00:00|10:00:00|Mon|11|1|20|66|2018-07-12 23:10:34.706531|2018-07-12 23:10:34.706531|t
152|10:00:00|12:00:00|Mon|11|2|21|67|2018-07-12 23:10:34.708641|2018-07-12 23:10:34.708641|t
153|12:00:00|14:00:00|Mon|11|3|22|68|2018-07-12 23:10:34.709493|2018-07-12 23:10:34.709493|t
154|08:00:00|10:00:00|Tue|11|4|23|69|2018-07-12 23:10:34.710862|2018-07-12 23:10:34.710862|t
155|10:00:00|12:00:00|Tue|11|5|1|70|2018-07-12 23:10:34.711843|2018-07-12 23:10:34.711843|t
156|12:00:00|14:00:00|Tue|11|1|2|71|2018-07-12 23:10:34.712726|2018-07-12 23:10:34.712726|t
157|08:00:00|10:00:00|Wed|11|2|20|66|2018-07-12 23:10:34.713588|2018-07-12 23:10:34.713588|t
158|10:00:00|12:00:00|Wed|11|1|21|67|2018-07-12 23:10:34.714404|2018-07-12 23:10:34.714404|t
159|12:00:00|14:00:00|Wed|11|2|22|68|2018-07-12 23:10:34.715268|2018-07-12 23:10:34.715268|t
160|08:00:00|10:00:00|Thu|11|3|23|69|2018-07-12 23:10:34.716091|2018-07-12 23:10:34.716091|t
161|10:00:00|12:00:00|Thu|11|4|1|70|2018-07-12 23:10:34.716911|2018-07-12 23:10:34.716911|t
162|12:00:00|14:00:00|Thu|11|5|2|71|2018-07-12 23:10:34.717727|2018-07-12 23:10:34.717727|t
163|08:00:00|10:00:00|Fri|11|1|20|66|2018-07-12 23:10:34.718561|2018-07-12 23:10:34.718561|t
164|10:00:00|12:00:00|Fri|11|2|21|67|2018-07-12 23:10:34.719418|2018-07-12 23:10:34.719418|t
165|12:00:00|14:00:00|Fri|11|1|22|68|2018-07-12 23:10:34.720262|2018-07-12 23:10:34.720262|t
166|08:00:00|10:00:00|Mon|12|1|3|72|2018-07-12 23:10:34.721083|2018-07-12 23:10:34.721083|t
167|10:00:00|12:00:00|Mon|12|2|4|73|2018-07-12 23:10:34.721904|2018-07-12 23:10:34.721904|t
168|12:00:00|14:00:00|Mon|12|3|5|74|2018-07-12 23:10:34.722676|2018-07-12 23:10:34.722676|t
169|08:00:00|10:00:00|Tue|12|4|6|75|2018-07-12 23:10:34.723513|2018-07-12 23:10:34.723513|t
170|10:00:00|12:00:00|Tue|12|5|7|76|2018-07-12 23:10:34.724358|2018-07-12 23:10:34.724358|t
171|12:00:00|14:00:00|Tue|12|1|3|72|2018-07-12 23:10:34.725431|2018-07-12 23:10:34.725431|t
172|08:00:00|10:00:00|Wed|12|2|4|73|2018-07-12 23:10:34.726645|2018-07-12 23:10:34.726645|t
173|10:00:00|12:00:00|Wed|12|1|5|74|2018-07-12 23:10:34.727768|2018-07-12 23:10:34.727768|t
174|12:00:00|14:00:00|Wed|12|2|6|75|2018-07-12 23:10:34.728626|2018-07-12 23:10:34.728626|t
175|08:00:00|10:00:00|Thu|12|3|7|76|2018-07-12 23:10:34.729453|2018-07-12 23:10:34.729453|t
176|10:00:00|12:00:00|Thu|12|4|3|72|2018-07-12 23:10:34.730316|2018-07-12 23:10:34.730316|t
177|12:00:00|14:00:00|Thu|12|5|4|73|2018-07-12 23:10:34.731149|2018-07-12 23:10:34.731149|t
178|08:00:00|10:00:00|Fri|12|1|5|74|2018-07-12 23:10:34.731953|2018-07-12 23:10:34.731953|t
179|10:00:00|12:00:00|Fri|12|2|6|75|2018-07-12 23:10:34.732738|2018-07-12 23:10:34.732738|t
180|12:00:00|14:00:00|Fri|12|1|7|76|2018-07-12 23:10:34.733554|2018-07-12 23:10:34.733554|t
181|08:00:00|10:00:00|Mon|13|1|8|77|2018-07-12 23:10:34.734437|2018-07-12 23:10:34.734437|t
182|10:00:00|12:00:00|Mon|13|2|9|78|2018-07-12 23:10:34.735361|2018-07-12 23:10:34.735361|t
183|12:00:00|14:00:00|Mon|13|3|10|79|2018-07-12 23:10:34.736203|2018-07-12 23:10:34.736203|t
184|08:00:00|10:00:00|Tue|13|4|11|80|2018-07-12 23:10:34.737065|2018-07-12 23:10:34.737065|t
185|10:00:00|12:00:00|Tue|13|5|12|81|2018-07-12 23:10:34.737903|2018-07-12 23:10:34.737903|t
186|12:00:00|14:00:00|Tue|13|1|13|82|2018-07-12 23:10:34.738831|2018-07-12 23:10:34.738831|t
187|08:00:00|10:00:00|Wed|13|2|14|83|2018-07-12 23:10:34.739696|2018-07-12 23:10:34.739696|t
188|10:00:00|12:00:00|Wed|13|1|15|84|2018-07-12 23:10:34.747103|2018-07-12 23:10:34.747103|t
189|12:00:00|14:00:00|Wed|13|2|8|77|2018-07-12 23:10:34.748125|2018-07-12 23:10:34.748125|t
190|08:00:00|10:00:00|Thu|13|3|9|78|2018-07-12 23:10:34.750143|2018-07-12 23:10:34.750143|t
191|10:00:00|12:00:00|Thu|13|4|10|79|2018-07-12 23:10:34.751033|2018-07-12 23:10:34.751033|t
192|12:00:00|14:00:00|Thu|13|5|11|80|2018-07-12 23:10:34.752083|2018-07-12 23:10:34.752083|t
193|08:00:00|10:00:00|Fri|13|1|12|81|2018-07-12 23:10:34.752872|2018-07-12 23:10:34.752872|t
194|10:00:00|12:00:00|Fri|13|2|13|82|2018-07-12 23:10:34.753712|2018-07-12 23:10:34.753712|t
195|12:00:00|14:00:00|Fri|13|1|14|83|2018-07-12 23:10:34.755442|2018-07-12 23:10:34.755442|t
196|08:00:00|10:00:00|Mon|14|1|15|85|2018-07-12 23:10:34.756444|2018-07-12 23:10:34.756444|t
197|10:00:00|12:00:00|Mon|14|2|16|86|2018-07-12 23:10:34.757326|2018-07-12 23:10:34.757326|t
198|12:00:00|14:00:00|Mon|14|3|17|87|2018-07-12 23:10:34.758201|2018-07-12 23:10:34.758201|t
199|08:00:00|10:00:00|Tue|14|4|18|88|2018-07-12 23:10:34.759026|2018-07-12 23:10:34.759026|t
200|10:00:00|12:00:00|Tue|14|5|19|89|2018-07-12 23:10:34.759899|2018-07-12 23:10:34.759899|t
201|12:00:00|14:00:00|Tue|14|1|20|90|2018-07-12 23:10:34.760833|2018-07-12 23:10:34.760833|t
202|08:00:00|10:00:00|Wed|14|2|21|91|2018-07-12 23:10:34.761742|2018-07-12 23:10:34.761742|t
203|10:00:00|12:00:00|Wed|14|1|22|92|2018-07-12 23:10:34.762477|2018-07-12 23:10:34.762477|t
204|12:00:00|14:00:00|Wed|14|2|15|85|2018-07-12 23:10:34.763219|2018-07-12 23:10:34.763219|t
205|08:00:00|10:00:00|Thu|14|3|16|86|2018-07-12 23:10:34.764025|2018-07-12 23:10:34.764025|t
206|10:00:00|12:00:00|Thu|14|4|17|87|2018-07-12 23:10:34.764909|2018-07-12 23:10:34.764909|t
207|12:00:00|14:00:00|Thu|14|5|18|88|2018-07-12 23:10:34.76574|2018-07-12 23:10:34.76574|t
208|08:00:00|10:00:00|Fri|14|1|19|89|2018-07-12 23:10:34.766572|2018-07-12 23:10:34.766572|t
209|10:00:00|12:00:00|Fri|14|2|20|90|2018-07-12 23:10:34.76766|2018-07-12 23:10:34.76766|t
210|12:00:00|14:00:00|Fri|14|1|21|91|2018-07-12 23:10:34.768628|2018-07-12 23:10:34.768628|t
211|08:00:00|10:00:00|Mon|15|1|23|93|2018-07-12 23:10:34.769471|2018-07-12 23:10:34.769471|t
212|10:00:00|12:00:00|Mon|15|2|1|94|2018-07-12 23:10:34.770296|2018-07-12 23:10:34.770296|t
213|12:00:00|14:00:00|Mon|15|3|2|95|2018-07-12 23:10:34.771153|2018-07-12 23:10:34.771153|t
214|08:00:00|10:00:00|Tue|15|4|3|96|2018-07-12 23:10:34.778229|2018-07-12 23:10:34.778229|t
215|10:00:00|12:00:00|Tue|15|5|4|97|2018-07-12 23:10:34.779273|2018-07-12 23:10:34.779273|t
216|12:00:00|14:00:00|Tue|15|1|5|98|2018-07-12 23:10:34.781395|2018-07-12 23:10:34.781395|t
217|08:00:00|10:00:00|Wed|15|2|6|99|2018-07-12 23:10:34.782244|2018-07-12 23:10:34.782244|t
218|10:00:00|12:00:00|Wed|15|1|7|100|2018-07-12 23:10:34.78297|2018-07-12 23:10:34.78297|t
219|12:00:00|14:00:00|Wed|15|2|8|101|2018-07-12 23:10:34.783687|2018-07-12 23:10:34.783687|t
220|08:00:00|10:00:00|Thu|15|3|9|102|2018-07-12 23:10:34.784375|2018-07-12 23:10:34.784375|t
221|10:00:00|12:00:00|Thu|15|4|23|93|2018-07-12 23:10:34.785061|2018-07-12 23:10:34.785061|t
222|12:00:00|14:00:00|Thu|15|5|1|94|2018-07-12 23:10:34.78574|2018-07-12 23:10:34.78574|t
223|08:00:00|10:00:00|Fri|15|1|2|95|2018-07-12 23:10:34.786418|2018-07-12 23:10:34.786418|t
224|10:00:00|12:00:00|Fri|15|2|3|96|2018-07-12 23:10:34.787234|2018-07-12 23:10:34.787234|t
225|12:00:00|14:00:00|Fri|15|1|4|97|2018-07-12 23:10:34.788115|2018-07-12 23:10:34.788115|t
226|08:00:00|10:00:00|Mon|16|1|5|103|2018-07-12 23:10:34.788888|2018-07-12 23:10:34.788888|t
227|10:00:00|12:00:00|Mon|16|2|6|104|2018-07-12 23:10:34.789643|2018-07-12 23:10:34.789643|t
228|12:00:00|14:00:00|Mon|16|3|7|105|2018-07-12 23:10:34.790335|2018-07-12 23:10:34.790335|t
229|08:00:00|10:00:00|Tue|16|4|8|106|2018-07-12 23:10:34.791022|2018-07-12 23:10:34.791022|t
230|10:00:00|12:00:00|Tue|16|5|9|107|2018-07-12 23:10:34.791752|2018-07-12 23:10:34.791752|t
231|12:00:00|14:00:00|Tue|16|1|10|108|2018-07-12 23:10:34.792503|2018-07-12 23:10:34.792503|t
