CareerDetailId|EnrollmentId|Discount|Total|LastModified|Created|Status
22|4|0.00|30.00|2018-07-12 23:10:34.953605|2018-07-12 23:10:34.953605|t
23|4|0.00|30.00|2018-07-12 23:10:34.954215|2018-07-12 23:10:34.954215|t
24|4|0.00|30.00|2018-07-12 23:10:34.954867|2018-07-12 23:10:34.954867|t
25|4|0.00|30.00|2018-07-12 23:10:34.955693|2018-07-12 23:10:34.955693|t
26|4|0.00|30.00|2018-07-12 23:10:34.956686|2018-07-12 23:10:34.956686|t
27|4|0.00|30.00|2018-07-12 23:10:34.957412|2018-07-12 23:10:34.957412|t
28|4|0.00|30.00|2018-07-12 23:10:34.958055|2018-07-12 23:10:34.958055|t
29|5|0.00|30.00|2018-07-12 23:10:34.958709|2018-07-12 23:10:34.958709|t
30|5|0.00|30.00|2018-07-12 23:10:34.959691|2018-07-12 23:10:34.959691|t
31|5|0.00|30.00|2018-07-12 23:10:34.96054|2018-07-12 23:10:34.96054|t
32|5|0.00|30.00|2018-07-12 23:10:34.967311|2018-07-12 23:10:34.967311|t
33|5|0.00|30.00|2018-07-12 23:10:34.969344|2018-07-12 23:10:34.969344|t
34|5|0.00|30.00|2018-07-12 23:10:34.97044|2018-07-12 23:10:34.97044|t
35|5|0.00|30.00|2018-07-12 23:10:34.971252|2018-07-12 23:10:34.971252|t
36|6|0.00|30.00|2018-07-12 23:10:34.971895|2018-07-12 23:10:34.971895|t
37|6|0.00|30.00|2018-07-12 23:10:34.972711|2018-07-12 23:10:34.972711|t
38|6|0.00|30.00|2018-07-12 23:10:34.973506|2018-07-12 23:10:34.973506|t
39|6|0.00|30.00|2018-07-12 23:10:34.974299|2018-07-12 23:10:34.974299|t
40|6|0.00|30.00|2018-07-12 23:10:34.97506|2018-07-12 23:10:34.97506|t
41|6|0.00|30.00|2018-07-12 23:10:34.975884|2018-07-12 23:10:34.975884|t
42|7|0.00|30.00|2018-07-12 23:10:34.976964|2018-07-12 23:10:34.976964|t
43|7|0.00|30.00|2018-07-12 23:10:34.978089|2018-07-12 23:10:34.978089|t
44|7|0.00|30.00|2018-07-12 23:10:34.979766|2018-07-12 23:10:34.979766|t
45|7|0.00|30.00|2018-07-12 23:10:34.980644|2018-07-12 23:10:34.980644|t
46|7|0.00|30.00|2018-07-12 23:10:34.981474|2018-07-12 23:10:34.981474|t
47|7|0.00|30.00|2018-07-12 23:10:34.982273|2018-07-12 23:10:34.982273|t
48|8|0.00|30.00|2018-07-12 23:10:34.983075|2018-07-12 23:10:34.983075|t
49|8|0.00|30.00|2018-07-12 23:10:34.983847|2018-07-12 23:10:34.983847|t
50|8|0.00|30.00|2018-07-12 23:10:34.984672|2018-07-12 23:10:34.984672|t
51|8|0.00|30.00|2018-07-12 23:10:34.985472|2018-07-12 23:10:34.985472|t
52|8|0.00|30.00|2018-07-12 23:10:34.986249|2018-07-12 23:10:34.986249|t
53|8|0.00|30.00|2018-07-12 23:10:34.98722|2018-07-12 23:10:34.98722|t
54|9|0.00|30.00|2018-07-12 23:10:34.988022|2018-07-12 23:10:34.988022|t
55|9|0.00|30.00|2018-07-12 23:10:34.988804|2018-07-12 23:10:34.988804|t
56|9|0.00|30.00|2018-07-12 23:10:34.989586|2018-07-12 23:10:34.989586|t
57|9|0.00|30.00|2018-07-12 23:10:34.990363|2018-07-12 23:10:34.990363|t
58|9|0.00|30.00|2018-07-12 23:10:34.991146|2018-07-12 23:10:34.991146|t
59|9|0.00|30.00|2018-07-12 23:10:34.991905|2018-07-12 23:10:34.991905|t
60|10|0.00|30.00|2018-07-12 23:10:34.999424|2018-07-12 23:10:34.999424|t
61|10|0.00|30.00|2018-07-12 23:10:35.000612|2018-07-12 23:10:35.000612|t
62|10|0.00|30.00|2018-07-12 23:10:35.001971|2018-07-12 23:10:35.001971|t
63|10|0.00|30.00|2018-07-12 23:10:35.002793|2018-07-12 23:10:35.002793|t
64|10|0.00|30.00|2018-07-12 23:10:35.003625|2018-07-12 23:10:35.003625|t
65|10|0.00|30.00|2018-07-12 23:10:35.00459|2018-07-12 23:10:35.00459|t
66|11|0.00|30.00|2018-07-12 23:10:35.005352|2018-07-12 23:10:35.005352|t
67|11|0.00|30.00|2018-07-12 23:10:35.006161|2018-07-12 23:10:35.006161|t
68|11|0.00|30.00|2018-07-12 23:10:35.006964|2018-07-12 23:10:35.006964|t
69|11|0.00|30.00|2018-07-12 23:10:35.007735|2018-07-12 23:10:35.007735|t
70|11|0.00|30.00|2018-07-12 23:10:35.008494|2018-07-12 23:10:35.008494|t
71|11|0.00|30.00|2018-07-12 23:10:35.009249|2018-07-12 23:10:35.009249|t
72|12|0.00|30.00|2018-07-12 23:10:35.010721|2018-07-12 23:10:35.010721|t
73|12|0.00|30.00|2018-07-12 23:10:35.011631|2018-07-12 23:10:35.011631|t
74|12|0.00|30.00|2018-07-12 23:10:35.012485|2018-07-12 23:10:35.012485|t
75|12|0.00|30.00|2018-07-12 23:10:35.013283|2018-07-12 23:10:35.013283|t
76|12|0.00|30.00|2018-07-12 23:10:35.014081|2018-07-12 23:10:35.014081|t
77|13|0.00|30.00|2018-07-12 23:10:35.014814|2018-07-12 23:10:35.014814|t
78|13|0.00|30.00|2018-07-12 23:10:35.015705|2018-07-12 23:10:35.015705|t
79|13|0.00|30.00|2018-07-12 23:10:35.01648|2018-07-12 23:10:35.01648|t
80|13|0.00|30.00|2018-07-12 23:10:35.017277|2018-07-12 23:10:35.017277|t
81|13|0.00|30.00|2018-07-12 23:10:35.018058|2018-07-12 23:10:35.018058|t
82|13|0.00|30.00|2018-07-12 23:10:35.018746|2018-07-12 23:10:35.018746|t
83|13|0.00|30.00|2018-07-12 23:10:35.019616|2018-07-12 23:10:35.019616|t
84|13|0.00|30.00|2018-07-12 23:10:35.020615|2018-07-12 23:10:35.020615|t
85|14|0.00|30.00|2018-07-12 23:10:35.021495|2018-07-12 23:10:35.021495|t
86|14|0.00|30.00|2018-07-12 23:10:35.022326|2018-07-12 23:10:35.022326|t
87|14|0.00|30.00|2018-07-12 23:10:35.023313|2018-07-12 23:10:35.023313|t
88|14|0.00|30.00|2018-07-12 23:10:35.024137|2018-07-12 23:10:35.024137|t
89|14|0.00|30.00|2018-07-12 23:10:35.026357|2018-07-12 23:10:35.026357|t
90|14|0.00|30.00|2018-07-12 23:10:35.032115|2018-07-12 23:10:35.032115|t
91|14|0.00|30.00|2018-07-12 23:10:35.033833|2018-07-12 23:10:35.033833|t
92|14|0.00|30.00|2018-07-12 23:10:35.035165|2018-07-12 23:10:35.035165|t
93|15|0.00|30.00|2018-07-12 23:10:35.035976|2018-07-12 23:10:35.035976|t
94|15|0.00|30.00|2018-07-12 23:10:35.036767|2018-07-12 23:10:35.036767|t
95|15|0.00|30.00|2018-07-12 23:10:35.037526|2018-07-12 23:10:35.037526|t
96|15|0.00|30.00|2018-07-12 23:10:35.03838|2018-07-12 23:10:35.03838|t
97|15|0.00|30.00|2018-07-12 23:10:35.039177|2018-07-12 23:10:35.039177|t
98|15|0.00|30.00|2018-07-12 23:10:35.039939|2018-07-12 23:10:35.039939|t
99|15|0.00|30.00|2018-07-12 23:10:35.040695|2018-07-12 23:10:35.040695|t
100|15|0.00|30.00|2018-07-12 23:10:35.041614|2018-07-12 23:10:35.041614|t
101|15|0.00|30.00|2018-07-12 23:10:35.042994|2018-07-12 23:10:35.042994|t
102|15|0.00|30.00|2018-07-12 23:10:35.045171|2018-07-12 23:10:35.045171|t
103|16|0.00|30.00|2018-07-12 23:10:35.046105|2018-07-12 23:10:35.046105|t
104|16|0.00|30.00|2018-07-12 23:10:35.046952|2018-07-12 23:10:35.046952|t
105|16|0.00|30.00|2018-07-12 23:10:35.047796|2018-07-12 23:10:35.047796|t
106|16|0.00|30.00|2018-07-12 23:10:35.04858|2018-07-12 23:10:35.04858|t
107|16|0.00|30.00|2018-07-12 23:10:35.04937|2018-07-12 23:10:35.04937|t
108|16|0.00|30.00|2018-07-12 23:10:35.050156|2018-07-12 23:10:35.050156|t
109|16|0.00|30.00|2018-07-12 23:10:35.050953|2018-07-12 23:10:35.050953|t
110|17|0.00|30.00|2018-07-12 23:10:35.051695|2018-07-12 23:10:35.051695|t
111|17|0.00|30.00|2018-07-12 23:10:35.052474|2018-07-12 23:10:35.052474|t
112|17|0.00|30.00|2018-07-12 23:10:35.053252|2018-07-12 23:10:35.053252|t
113|17|0.00|30.00|2018-07-12 23:10:35.05403|2018-07-12 23:10:35.05403|t
114|17|0.00|30.00|2018-07-12 23:10:35.054753|2018-07-12 23:10:35.054753|t
115|17|0.00|30.00|2018-07-12 23:10:35.055504|2018-07-12 23:10:35.055504|t
116|17|0.00|30.00|2018-07-12 23:10:35.056341|2018-07-12 23:10:35.056341|t
117|17|0.00|30.00|2018-07-12 23:10:35.057147|2018-07-12 23:10:35.057147|t
118|17|0.00|30.00|2018-07-12 23:10:35.064989|2018-07-12 23:10:35.064989|t
119|17|0.00|30.00|2018-07-12 23:10:35.06611|2018-07-12 23:10:35.06611|t
120|18|0.00|30.00|2018-07-12 23:10:35.066887|2018-07-12 23:10:35.066887|t
121|18|0.00|30.00|2018-07-12 23:10:35.067635|2018-07-12 23:10:35.067635|t
122|18|0.00|30.00|2018-07-12 23:10:35.06841|2018-07-12 23:10:35.06841|t
123|18|0.00|30.00|2018-07-12 23:10:35.069162|2018-07-12 23:10:35.069162|t
124|18|0.00|30.00|2018-07-12 23:10:35.069869|2018-07-12 23:10:35.069869|t
125|18|0.00|30.00|2018-07-12 23:10:35.07061|2018-07-12 23:10:35.07061|t
126|18|0.00|30.00|2018-07-12 23:10:35.07256|2018-07-12 23:10:35.07256|t
127|19|0.00|30.00|2018-07-12 23:10:35.073409|2018-07-12 23:10:35.073409|t
128|19|0.00|30.00|2018-07-12 23:10:35.074236|2018-07-12 23:10:35.074236|t
129|19|0.00|30.00|2018-07-12 23:10:35.075026|2018-07-12 23:10:35.075026|t
130|19|0.00|30.00|2018-07-12 23:10:35.075847|2018-07-12 23:10:35.075847|t
131|19|0.00|30.00|2018-07-12 23:10:35.076654|2018-07-12 23:10:35.076654|t
132|19|0.00|30.00|2018-07-12 23:10:35.077416|2018-07-12 23:10:35.077416|t
133|19|0.00|30.00|2018-07-12 23:10:35.078208|2018-07-12 23:10:35.078208|t
134|19|0.00|30.00|2018-07-12 23:10:35.079012|2018-07-12 23:10:35.079012|t
135|19|0.00|30.00|2018-07-12 23:10:35.079801|2018-07-12 23:10:35.079801|t
136|19|0.00|30.00|2018-07-12 23:10:35.08059|2018-07-12 23:10:35.08059|t
137|20|0.00|30.00|2018-07-12 23:10:35.081402|2018-07-12 23:10:35.081402|t
138|20|0.00|30.00|2018-07-12 23:10:35.082171|2018-07-12 23:10:35.082171|t
139|20|0.00|30.00|2018-07-12 23:10:35.082955|2018-07-12 23:10:35.082955|t
140|20|0.00|30.00|2018-07-12 23:10:35.083743|2018-07-12 23:10:35.083743|t
141|20|0.00|30.00|2018-07-12 23:10:35.084515|2018-07-12 23:10:35.084515|t
142|20|0.00|30.00|2018-07-12 23:10:35.085484|2018-07-12 23:10:35.085484|t
143|20|0.00|30.00|2018-07-12 23:10:35.086703|2018-07-12 23:10:35.086703|t
1|21|0.00|30.00|2018-07-12 23:10:35.08753|2018-07-12 23:10:35.08753|t
2|21|0.00|30.00|2018-07-12 23:10:35.088306|2018-07-12 23:10:35.088306|t
3|21|0.00|30.00|2018-07-12 23:10:35.089082|2018-07-12 23:10:35.089082|t
4|21|0.00|30.00|2018-07-12 23:10:35.089881|2018-07-12 23:10:35.089881|t
5|21|0.00|30.00|2018-07-12 23:10:35.090654|2018-07-12 23:10:35.090654|t
6|21|0.00|30.00|2018-07-12 23:10:35.091442|2018-07-12 23:10:35.091442|t
7|21|0.00|30.00|2018-07-12 23:10:35.092205|2018-07-12 23:10:35.092205|t
8|22|0.00|30.00|2018-07-12 23:10:35.093331|2018-07-12 23:10:35.093331|t
9|22|0.00|30.00|2018-07-12 23:10:35.09423|2018-07-12 23:10:35.09423|t
10|22|0.00|30.00|2018-07-12 23:10:35.095014|2018-07-12 23:10:35.095014|t
11|22|0.00|30.00|2018-07-12 23:10:35.095813|2018-07-12 23:10:35.095813|t
12|22|0.00|30.00|2018-07-12 23:10:35.096608|2018-07-12 23:10:35.096608|t
13|22|0.00|30.00|2018-07-12 23:10:35.097508|2018-07-12 23:10:35.097508|t
14|22|0.00|30.00|2018-07-12 23:10:35.098292|2018-07-12 23:10:35.098292|t
15|23|0.00|30.00|2018-07-12 23:10:35.099071|2018-07-12 23:10:35.099071|t
16|23|0.00|30.00|2018-07-12 23:10:35.099832|2018-07-12 23:10:35.099832|t
17|23|0.00|30.00|2018-07-12 23:10:35.106656|2018-07-12 23:10:35.106656|t
18|23|0.00|30.00|2018-07-12 23:10:35.107821|2018-07-12 23:10:35.107821|t
19|23|0.00|30.00|2018-07-12 23:10:35.109213|2018-07-12 23:10:35.109213|t
20|23|0.00|30.00|2018-07-12 23:10:35.111509|2018-07-12 23:10:35.111509|t
21|23|0.00|30.00|2018-07-12 23:10:35.112435|2018-07-12 23:10:35.112435|t
22|24|0.00|30.00|2018-07-12 23:10:35.113254|2018-07-12 23:10:35.113254|t
23|24|0.00|30.00|2018-07-12 23:10:35.114018|2018-07-12 23:10:35.114018|t
24|24|0.00|30.00|2018-07-12 23:10:35.114801|2018-07-12 23:10:35.114801|t
25|24|0.00|30.00|2018-07-12 23:10:35.115597|2018-07-12 23:10:35.115597|t
26|24|0.00|30.00|2018-07-12 23:10:35.11638|2018-07-12 23:10:35.11638|t
27|24|0.00|30.00|2018-07-12 23:10:35.117102|2018-07-12 23:10:35.117102|t
28|24|0.00|30.00|2018-07-12 23:10:35.11788|2018-07-12 23:10:35.11788|t
29|25|0.00|30.00|2018-07-12 23:10:35.118684|2018-07-12 23:10:35.118684|t
30|25|0.00|30.00|2018-07-12 23:10:35.119483|2018-07-12 23:10:35.119483|t
31|25|0.00|30.00|2018-07-12 23:10:35.120236|2018-07-12 23:10:35.120236|t
32|25|0.00|30.00|2018-07-12 23:10:35.121049|2018-07-12 23:10:35.121049|t
33|25|0.00|30.00|2018-07-12 23:10:35.121818|2018-07-12 23:10:35.121818|t
34|25|0.00|30.00|2018-07-12 23:10:35.122582|2018-07-12 23:10:35.122582|t
35|25|0.00|30.00|2018-07-12 23:10:35.123369|2018-07-12 23:10:35.123369|t
36|26|0.00|30.00|2018-07-12 23:10:35.124147|2018-07-12 23:10:35.124147|t
37|26|0.00|30.00|2018-07-12 23:10:35.124914|2018-07-12 23:10:35.124914|t
38|26|0.00|30.00|2018-07-12 23:10:35.12568|2018-07-12 23:10:35.12568|t
39|26|0.00|30.00|2018-07-12 23:10:35.126484|2018-07-12 23:10:35.126484|t
40|26|0.00|30.00|2018-07-12 23:10:35.127253|2018-07-12 23:10:35.127253|t
41|26|0.00|30.00|2018-07-12 23:10:35.128026|2018-07-12 23:10:35.128026|t
42|27|0.00|30.00|2018-07-12 23:10:35.128861|2018-07-12 23:10:35.128861|t
43|27|0.00|30.00|2018-07-12 23:10:35.129841|2018-07-12 23:10:35.129841|t
44|27|0.00|30.00|2018-07-12 23:10:35.130651|2018-07-12 23:10:35.130651|t
45|27|0.00|30.00|2018-07-12 23:10:35.1314|2018-07-12 23:10:35.1314|t
46|27|0.00|30.00|2018-07-12 23:10:35.138127|2018-07-12 23:10:35.138127|t
47|27|0.00|30.00|2018-07-12 23:10:35.139815|2018-07-12 23:10:35.139815|t
48|28|0.00|30.00|2018-07-12 23:10:35.141048|2018-07-12 23:10:35.141048|t
49|28|0.00|30.00|2018-07-12 23:10:35.14191|2018-07-12 23:10:35.14191|t
50|28|0.00|30.00|2018-07-12 23:10:35.143013|2018-07-12 23:10:35.143013|t
51|28|0.00|30.00|2018-07-12 23:10:35.144104|2018-07-12 23:10:35.144104|t
52|28|0.00|30.00|2018-07-12 23:10:35.144984|2018-07-12 23:10:35.144984|t
53|28|0.00|30.00|2018-07-12 23:10:35.145805|2018-07-12 23:10:35.145805|t
54|29|0.00|30.00|2018-07-12 23:10:35.146514|2018-07-12 23:10:35.146514|t
55|29|0.00|30.00|2018-07-12 23:10:35.147338|2018-07-12 23:10:35.147338|t
56|29|0.00|30.00|2018-07-12 23:10:35.148144|2018-07-12 23:10:35.148144|t
57|29|0.00|30.00|2018-07-12 23:10:35.148804|2018-07-12 23:10:35.148804|t
58|29|0.00|30.00|2018-07-12 23:10:35.149638|2018-07-12 23:10:35.149638|t
59|29|0.00|30.00|2018-07-12 23:10:35.150595|2018-07-12 23:10:35.150595|t
60|30|0.00|30.00|2018-07-12 23:10:35.151412|2018-07-12 23:10:35.151412|t
61|30|0.00|30.00|2018-07-12 23:10:35.152162|2018-07-12 23:10:35.152162|t
62|30|0.00|30.00|2018-07-12 23:10:35.152929|2018-07-12 23:10:35.152929|t
63|30|0.00|30.00|2018-07-12 23:10:35.153772|2018-07-12 23:10:35.153772|t
64|30|0.00|30.00|2018-07-12 23:10:35.154571|2018-07-12 23:10:35.154571|t
65|30|0.00|30.00|2018-07-12 23:10:35.155333|2018-07-12 23:10:35.155333|t
66|31|0.00|30.00|2018-07-12 23:10:35.156284|2018-07-12 23:10:35.156284|t
67|31|0.00|30.00|2018-07-12 23:10:35.15709|2018-07-12 23:10:35.15709|t
68|31|0.00|30.00|2018-07-12 23:10:35.157866|2018-07-12 23:10:35.157866|t
69|31|0.00|30.00|2018-07-12 23:10:35.158669|2018-07-12 23:10:35.158669|t
70|31|0.00|30.00|2018-07-12 23:10:35.159677|2018-07-12 23:10:35.159677|t
71|31|0.00|30.00|2018-07-12 23:10:35.161122|2018-07-12 23:10:35.161122|t
72|32|0.00|30.00|2018-07-12 23:10:35.162078|2018-07-12 23:10:35.162078|t
73|32|0.00|30.00|2018-07-12 23:10:35.162862|2018-07-12 23:10:35.162862|t
74|32|0.00|30.00|2018-07-12 23:10:35.169336|2018-07-12 23:10:35.169336|t
75|32|0.00|30.00|2018-07-12 23:10:35.171388|2018-07-12 23:10:35.171388|t
76|32|0.00|30.00|2018-07-12 23:10:35.172524|2018-07-12 23:10:35.172524|t
77|33|0.00|30.00|2018-07-12 23:10:35.17338|2018-07-12 23:10:35.17338|t
78|33|0.00|30.00|2018-07-12 23:10:35.174203|2018-07-12 23:10:35.174203|t
79|33|0.00|30.00|2018-07-12 23:10:35.174961|2018-07-12 23:10:35.174961|t
80|33|0.00|30.00|2018-07-12 23:10:35.175744|2018-07-12 23:10:35.175744|t
81|33|0.00|30.00|2018-07-12 23:10:35.177248|2018-07-12 23:10:35.177248|t
82|33|0.00|30.00|2018-07-12 23:10:35.178512|2018-07-12 23:10:35.178512|t
83|33|0.00|30.00|2018-07-12 23:10:35.179458|2018-07-12 23:10:35.179458|t
84|33|0.00|30.00|2018-07-12 23:10:35.180209|2018-07-12 23:10:35.180209|t
85|34|0.00|30.00|2018-07-12 23:10:35.180975|2018-07-12 23:10:35.180975|t
86|34|0.00|30.00|2018-07-12 23:10:35.181882|2018-07-12 23:10:35.181882|t
87|34|0.00|30.00|2018-07-12 23:10:35.182624|2018-07-12 23:10:35.182624|t
88|34|0.00|30.00|2018-07-12 23:10:35.183375|2018-07-12 23:10:35.183375|t
89|34|0.00|30.00|2018-07-12 23:10:35.184383|2018-07-12 23:10:35.184383|t
90|34|0.00|30.00|2018-07-12 23:10:35.186423|2018-07-12 23:10:35.186423|t
91|34|0.00|30.00|2018-07-12 23:10:35.1873|2018-07-12 23:10:35.1873|t
92|34|0.00|30.00|2018-07-12 23:10:35.188118|2018-07-12 23:10:35.188118|t
93|35|0.00|30.00|2018-07-12 23:10:35.1889|2018-07-12 23:10:35.1889|t
94|35|0.00|30.00|2018-07-12 23:10:35.189701|2018-07-12 23:10:35.189701|t
95|35|0.00|30.00|2018-07-12 23:10:35.190497|2018-07-12 23:10:35.190497|t
96|35|0.00|30.00|2018-07-12 23:10:35.19127|2018-07-12 23:10:35.19127|t
97|35|0.00|30.00|2018-07-12 23:10:35.192147|2018-07-12 23:10:35.192147|t
98|35|0.00|30.00|2018-07-12 23:10:35.194278|2018-07-12 23:10:35.194278|t
99|35|0.00|30.00|2018-07-12 23:10:35.201182|2018-07-12 23:10:35.201182|t
100|35|0.00|30.00|2018-07-12 23:10:35.202092|2018-07-12 23:10:35.202092|t
101|35|0.00|30.00|2018-07-12 23:10:35.203975|2018-07-12 23:10:35.203975|t
102|35|0.00|30.00|2018-07-12 23:10:35.204823|2018-07-12 23:10:35.204823|t
103|36|0.00|30.00|2018-07-12 23:10:35.205628|2018-07-12 23:10:35.205628|t
104|36|0.00|30.00|2018-07-12 23:10:35.206437|2018-07-12 23:10:35.206437|t
105|36|0.00|30.00|2018-07-12 23:10:35.20724|2018-07-12 23:10:35.20724|t
106|36|0.00|30.00|2018-07-12 23:10:35.207931|2018-07-12 23:10:35.207931|t
107|36|0.00|30.00|2018-07-12 23:10:35.208677|2018-07-12 23:10:35.208677|t
108|36|0.00|30.00|2018-07-12 23:10:35.209376|2018-07-12 23:10:35.209376|t
109|36|0.00|30.00|2018-07-12 23:10:35.210969|2018-07-12 23:10:35.210969|t
110|37|0.00|30.00|2018-07-12 23:10:35.211748|2018-07-12 23:10:35.211748|t
111|37|0.00|30.00|2018-07-12 23:10:35.212519|2018-07-12 23:10:35.212519|t
112|37|0.00|30.00|2018-07-12 23:10:35.213548|2018-07-12 23:10:35.213548|t
113|37|0.00|30.00|2018-07-12 23:10:35.214489|2018-07-12 23:10:35.214489|t
114|37|0.00|30.00|2018-07-12 23:10:35.21544|2018-07-12 23:10:35.21544|t
115|37|0.00|30.00|2018-07-12 23:10:35.216179|2018-07-12 23:10:35.216179|t
116|37|0.00|30.00|2018-07-12 23:10:35.217023|2018-07-12 23:10:35.217023|t
117|37|0.00|30.00|2018-07-12 23:10:35.218031|2018-07-12 23:10:35.218031|t
118|37|0.00|30.00|2018-07-12 23:10:35.219897|2018-07-12 23:10:35.219897|t
119|37|0.00|30.00|2018-07-12 23:10:35.220933|2018-07-12 23:10:35.220933|t
120|38|0.00|30.00|2018-07-12 23:10:35.221758|2018-07-12 23:10:35.221758|t
121|38|0.00|30.00|2018-07-12 23:10:35.222546|2018-07-12 23:10:35.222546|t
122|38|0.00|30.00|2018-07-12 23:10:35.223351|2018-07-12 23:10:35.223351|t
123|38|0.00|30.00|2018-07-12 23:10:35.224121|2018-07-12 23:10:35.224121|t
124|38|0.00|30.00|2018-07-12 23:10:35.224948|2018-07-12 23:10:35.224948|t
125|38|0.00|30.00|2018-07-12 23:10:35.225853|2018-07-12 23:10:35.225853|t
126|38|0.00|30.00|2018-07-12 23:10:35.23262|2018-07-12 23:10:35.23262|t
127|39|0.00|30.00|2018-07-12 23:10:35.233522|2018-07-12 23:10:35.233522|t
128|39|0.00|30.00|2018-07-12 23:10:35.235328|2018-07-12 23:10:35.235328|t
129|39|0.00|30.00|2018-07-12 23:10:35.236425|2018-07-12 23:10:35.236425|t
130|39|0.00|30.00|2018-07-12 23:10:35.237265|2018-07-12 23:10:35.237265|t
131|39|0.00|30.00|2018-07-12 23:10:35.238053|2018-07-12 23:10:35.238053|t
132|39|0.00|30.00|2018-07-12 23:10:35.238891|2018-07-12 23:10:35.238891|t
133|39|0.00|30.00|2018-07-12 23:10:35.2397|2018-07-12 23:10:35.2397|t
134|39|0.00|30.00|2018-07-12 23:10:35.240506|2018-07-12 23:10:35.240506|t
135|39|0.00|30.00|2018-07-12 23:10:35.241277|2018-07-12 23:10:35.241277|t
136|39|0.00|30.00|2018-07-12 23:10:35.242089|2018-07-12 23:10:35.242089|t
137|40|0.00|30.00|2018-07-12 23:10:35.243337|2018-07-12 23:10:35.243337|t
138|40|0.00|30.00|2018-07-12 23:10:35.24468|2018-07-12 23:10:35.24468|t
139|40|0.00|30.00|2018-07-12 23:10:35.245465|2018-07-12 23:10:35.245465|t
140|40|0.00|30.00|2018-07-12 23:10:35.246223|2018-07-12 23:10:35.246223|t
141|40|0.00|30.00|2018-07-12 23:10:35.247034|2018-07-12 23:10:35.247034|t
142|40|0.00|30.00|2018-07-12 23:10:35.247839|2018-07-12 23:10:35.247839|t
143|40|0.00|30.00|2018-07-12 23:10:35.248682|2018-07-12 23:10:35.248682|t
