Id|Credits|CreditAmount|CareerId|CourseId|LastModified|Created|Status
24|3.00|10.00|1|24|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
25|3.00|10.00|1|25|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
26|3.00|10.00|1|26|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
27|3.00|10.00|1|27|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
28|3.00|10.00|1|28|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
29|3.00|10.00|1|29|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
30|3.00|10.00|1|30|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
31|3.00|10.00|1|31|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
32|3.00|10.00|1|32|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
33|3.00|10.00|1|33|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
34|3.00|10.00|1|34|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
35|3.00|10.00|1|35|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
36|3.00|10.00|1|36|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
37|3.00|10.00|1|37|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
38|3.00|10.00|1|38|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
39|3.00|10.00|1|39|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
40|3.00|10.00|1|40|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
41|3.00|10.00|1|42|2018-07-08 19:57:43.000|2018-07-08 19:57:43.000|1
42|3.00|10.00|2|42|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
43|3.00|10.00|2|43|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
44|3.00|10.00|2|44|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
45|3.00|10.00|2|45|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
46|3.00|10.00|2|5|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
47|3.00|10.00|2|6|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
48|3.00|10.00|2|46|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
49|3.00|10.00|2|47|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
50|3.00|10.00|2|48|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
51|3.00|10.00|2|17|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
52|3.00|10.00|2|12|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
53|3.00|10.00|2|13|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
54|3.00|10.00|2|2|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
55|3.00|10.00|2|49|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
56|3.00|10.00|2|50|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
57|3.00|10.00|2|51|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
58|3.00|10.00|2|18|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
59|3.00|10.00|2|20|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
60|3.00|10.00|2|22|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
61|3.00|10.00|2|23|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
62|3.00|10.00|2|52|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
63|3.00|10.00|2|53|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
64|3.00|10.00|2|54|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
65|3.00|10.00|2|27|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
66|3.00|10.00|2|30|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
67|3.00|10.00|2|55|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
68|3.00|10.00|2|56|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
69|3.00|10.00|2|57|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
70|3.00|10.00|2|58|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
71|3.00|10.00|2|34|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
72|3.00|10.00|2|59|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
73|3.00|10.00|2|60|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
74|3.00|10.00|2|61|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
75|3.00|10.00|2|39|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
76|3.00|10.00|2|40|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
77|3.00|10.00|3|62|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
78|3.00|10.00|3|63|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
79|3.00|10.00|3|64|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
80|3.00|10.00|3|65|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
81|3.00|10.00|3|66|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
82|3.00|10.00|3|67|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
83|3.00|10.00|3|68|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
84|3.00|10.00|3|69|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
85|3.00|10.00|3|70|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
86|3.00|10.00|3|71|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
87|3.00|10.00|3|72|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
88|3.00|10.00|3|73|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
89|3.00|10.00|3|74|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
90|3.00|10.00|3|75|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
91|3.00|10.00|3|76|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
92|3.00|10.00|3|77|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
93|3.00|10.00|4|78|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
94|3.00|10.00|4|79|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
95|3.00|10.00|4|80|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
96|3.00|10.00|4|81|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
97|3.00|10.00|4|82|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
98|3.00|10.00|4|83|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
99|3.00|10.00|4|84|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
100|3.00|10.00|4|85|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
101|3.00|10.00|4|86|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
102|3.00|10.00|4|87|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
103|3.00|10.00|4|88|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
104|3.00|10.00|4|89|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
105|3.00|10.00|4|90|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
106|3.00|10.00|4|91|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
107|3.00|10.00|4|92|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
108|3.00|10.00|4|93|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
109|3.00|10.00|4|68|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
110|3.00|10.00|5|94|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
111|3.00|10.00|5|95|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
112|3.00|10.00|5|96|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
113|3.00|10.00|5|97|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
114|3.00|10.00|5|98|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
115|3.00|10.00|5|99|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
116|3.00|10.00|5|100|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
117|3.00|10.00|5|101|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
118|3.00|10.00|5|102|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
119|3.00|10.00|5|103|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
120|3.00|10.00|5|104|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
121|3.00|10.00|5|105|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
122|3.00|10.00|5|106|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
123|3.00|10.00|5|107|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
124|3.00|10.00|5|108|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
125|3.00|10.00|5|93|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
126|3.00|10.00|5|68|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
127|3.00|10.00|6|109|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
128|3.00|10.00|6|110|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
129|3.00|10.00|6|111|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
130|3.00|10.00|6|112|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
131|3.00|10.00|6|113|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
132|3.00|10.00|6|114|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
133|3.00|10.00|6|115|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
134|3.00|10.00|6|116|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
135|3.00|10.00|6|117|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
136|3.00|10.00|6|118|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
137|3.00|10.00|6|119|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
138|3.00|10.00|6|120|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
139|3.00|10.00|6|121|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
140|3.00|10.00|6|122|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
141|3.00|10.00|6|123|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
142|3.00|10.00|6|93|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
143|3.00|10.00|6|68|2018-07-08 19:57:44.000|2018-07-08 19:57:44.000|1
